gender,ug_course,ug_specialization,interests,skills,cgpa,has_certification,certification_title,is_working,masters_field,job_title
Male,B.Tech,Statistics,"Mathematics, Travel, Research, Artificial Intelligence","NLP, Linux, Deep Learning",9.01,Yes,Reinforcement Learning Specialization,Yes,PhD in CS,AI Research Scientist
Female,BSc,Computer Science,"System Design, Cooking, Cloud Computing, Automation","Git, Docker, Problem Solving, AWS",7.8,No,None,No,No Masters,DevOps Engineer
Male,B.Tech,Information Technology,"System Design, Cloud Computing, Gaming","Teamwork, AWS, Git, Kubernetes",9.02,Yes,AWS DevOps Engineer,Yes,MS in Cloud Computing,DevOps Engineer
Male,B.Tech,Mathematics,"Artificial Intelligence, Research, Deep Learning, Photography","Linux, Machine Learning, Teamwork, TensorFlow, Python",8.0,No,None,Yes,No Masters,Machine Learning Engineer
Male,BCA,Software Engineering,"Music, Software Development, Problem Solving","Git, Python, Problem Solving",7.16,No,None,No,No Masters,Software Engineer
Male,B.Tech,Computer Science,"Gaming, Programming, Design, App Development","React Native, Problem Solving, SQL, Java",7.32,Yes,Apple Swift Certification,Yes,MCA,Mobile App Developer
Female,BSc,Statistics,"Gaming, Research","Mathematics, Deep Learning, Python, NLP, Teamwork",9.5,Yes,Deep Learning Specialization,No,MSc in Statistics,AI Research Scientist
Male,BDes,Design,"Graphic Design, User Experience","Adobe XD, Problem Solving, Photoshop",8.12,Yes,Adobe XD Certification,Yes,No Masters,UI/UX Designer
Female,BCA,Mathematics,"Data Analysis, Gaming, Statistics","R, Python, Git, Machine Learning",9.61,Yes,Coursera ML Specialization,No,MSc in Data Science,Data Scientist
Male,BSc,Information Technology,"System Design, Gaming, Automation, Cloud Computing","Docker, Kubernetes, AWS, Teamwork",7.61,Yes,Kubernetes CKA,No,M.Tech in CS,DevOps Engineer
Male,BCA,Computer Science,"Music, UI Design, Frontend Development, Web Design","CSS, JavaScript, React, HTML, Node.js",8.84,Yes,freeCodeCamp Web Dev,Yes,MCA,Web Developer
Male,BCA,Computer Science,"Reading, Data Analysis, Statistics","Tableau, Python, SQL, Problem Solving",8.5,No,None,Yes,MSc in Data Science,Data Scientist
Male,BCA,Information Technology,"Backend, Gaming","SQL, PostgreSQL, Excel",7.46,No,None,Yes,MCA,Database Administrator
Male,BSc,Management,"Data Analysis, Management, Gaming, Business Strategy","Excel, SQL, Power BI",7.53,No,None,Yes,No Masters,Business Analyst
Female,BCA,Computer Science,"Design, Programming","Kotlin, Java, SQL",7.01,Yes,Google Associate Android Developer,Yes,MCA,Mobile App Developer
Female,BCA,Computer Science,"Photography, User Experience, Creativity, Graphic Design","Adobe XD, Figma, Photoshop",6.89,No,None,Yes,No Masters,UI/UX Designer
Female,B.Tech,Software Engineering,"Software Development, Sports","Python, Java, Linux, Communication, Git",8.32,No,None,No,No Masters,Software Engineer
Female,B.Tech,Mathematics,"Reading, Database Management","MySQL, PostgreSQL, SQL",7.56,Yes,PostgreSQL Associate,No,MCA,Database Administrator
Male,BSc,Computer Science,"System Design, Automation","AWS, Kubernetes, Teamwork",8.08,Yes,Kubernetes CKA,No,No Masters,DevOps Engineer
Male,BSc,Information Technology,"Hardware, System Administration, Networking, Travel","Problem Solving, Firewalls, TCP/IP, Routing",6.22,Yes,CompTIA Network+,Yes,No Masters,Network Engineer
Male,B.Tech,Computer Science,"System Design, Sports","Excel, Docker, CI/CD, Kubernetes",7.21,Yes,AWS DevOps Engineer,No,MS in Cloud Computing,DevOps Engineer
Male,BSc,Statistics,"Reading, Data Analysis, Machine Learning","Machine Learning, Tableau, R, Linux",8.95,Yes,Google Data Analytics,Yes,No Masters,Data Scientist
Male,B.Tech,Information Technology,"Design, Programming","Communication, Flutter, React Native, Kotlin",6.91,Yes,Flutter Development Bootcamp,Yes,No Masters,Mobile App Developer
Female,BSc,Information Technology,"Automation, Cloud Computing, Gaming","Docker, Communication, Git, Linux, CI/CD",7.09,No,None,No,MS in Cloud Computing,DevOps Engineer
Female,B.Tech,Computer Science,"Ethical Hacking, Networking","Ethical Hacking, Git, Cryptography, Linux, Python",8.83,Yes,Cybersecurity Fundamentals,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,B.Tech,Mathematics,"Machine Learning, Data Analysis","Machine Learning, Python, Problem Solving",7.81,Yes,Coursera ML Specialization,Yes,No Masters,Data Scientist
Female,B.Tech,Computer Science,"Photography, Automation, Cloud Infrastructure, Networking","SQL, Terraform, Linux",8.63,No,None,Yes,No Masters,Cloud Engineer
Female,B.Tech,Electronics,"System Administration, Hardware, Networking, Photography","CCNA, Teamwork, TCP/IP, Routing",7.87,Yes,Juniper JNCIA,Yes,MS in Telecommunications,Network Engineer
Male,BSc,Information Technology,"System Design, Automation","Docker, Problem Solving, SQL, AWS, Kubernetes",7.87,No,None,No,MS in Cloud Computing,DevOps Engineer
Male,B.Tech,Management,"Leadership, Market Research, Product Strategy, Music","Data Analysis, Git, Roadmapping, Linux, JIRA",8.93,Yes,Scrum Master PSM,Yes,No Masters,Product Manager
Female,BSc,Computer Science,"System Design, Automation, Cloud Computing, Photography","Linux, AWS, SQL, Docker",9.17,Yes,Kubernetes CKA,Yes,MS in Cloud Computing,DevOps Engineer
Female,BCom,Commerce,"Data Analysis, Photography, Business Strategy, Management","Project Management, SQL, Communication, Excel",7.47,Yes,Power BI Certificate,Yes,MS in Business Analytics,Business Analyst
Female,BSc,Information Technology,"Automation, Networking","GCP, Azure, Problem Solving, Linux",7.51,Yes,AWS Solutions Architect,No,MS in Computer Networks,Cloud Engineer
Male,BCom,Business Administration,"Business Strategy, Data Analysis, Music, Management","Excel, Power BI, Project Management, Communication",7.1,Yes,Google Data Analytics,Yes,MBA,Business Analyst
Female,MSc,Mathematics,"Artificial Intelligence, Research","Teamwork, Deep Learning, Mathematics",9.49,No,None,Yes,PhD in CS,AI Research Scientist
Female,BSc,Computer Science,"Artificial Intelligence, Music","Python, SQL, PyTorch, Machine Learning",9.88,No,None,No,No Masters,Machine Learning Engineer
Female,B.Tech,Software Engineering,"Reading, App Development","Flutter, Linux, Problem Solving, Java",6.63,Yes,React Native Certificate,No,MCA,Mobile App Developer
Male,B.Tech,Software Engineering,"Software Development, Problem Solving","Java, Problem Solving, Git, Python",9.38,Yes,Oracle Java Certification,No,No Masters,Software Engineer
Male,B.Tech,Computer Science,"Design, Gaming, App Development, Programming","Java, SQL, Excel",7.94,No,None,Yes,M.Tech in CS,Mobile App Developer
Female,B.Tech,Information Technology,"Problem Solving, Programming, Software Development, Photography","SQL, C++, Git, Python, Excel",6.59,Yes,Google Associate Engineer,No,M.Tech in CS,Software Engineer
Male,B.Tech,Electronics,"Cyber Security, Networking, Cooking, Ethical Hacking","Network Security, Ethical Hacking, SQL",9.36,Yes,CEH Ethical Hacker,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Female,BSc,Electronics,"Research, Artificial Intelligence, Deep Learning","Linux, PyTorch, Excel, Machine Learning",9.57,No,None,No,M.Tech in AI,Machine Learning Engineer
Male,B.Tech,Information Technology,"Photography, Cloud Computing, Automation, System Design","CI/CD, Linux, Teamwork, Docker, AWS",9.31,No,None,Yes,MS in Cloud Computing,DevOps Engineer
Female,BCom,Business Administration,"Gaming, IT Management, Business Analysis","Communication, ERP Systems, Excel, SQL",7.16,No,None,Yes,MBA,IT Consultant
Female,MSc,Computer Science,"Research, Mathematics","Deep Learning, Problem Solving, Excel, Mathematics, Python",8.49,Yes,Deep Learning Specialization,Yes,MSc in Mathematics,AI Research Scientist
Male,BSc,Computer Science,"Reading, Data Analysis","Excel, Tableau, Teamwork, Machine Learning",8.65,Yes,DataCamp Data Scientist,No,MSc in Data Science,Data Scientist
Male,BDes,Design,"Graphic Design, Creativity, Reading, User Experience","SQL, Photoshop, Teamwork, Prototyping, Adobe XD",5.83,Yes,Google UX Design Certificate,Yes,MS in Human-Computer Interaction,UI/UX Designer
Female,BCA,Information Technology,"Programming, Travel, Design","Java, React Native, Swift",8.98,Yes,Apple Swift Certification,Yes,No Masters,Mobile App Developer
Male,BSc,Mathematics,"Machine Learning, Statistics, Data Analysis, Cooking","Tableau, Communication, Python, SQL",9.68,Yes,DataCamp Data Scientist,Yes,M.Tech in Data Science,Data Scientist
Female,B.Tech,Electronics,"Cyber Security, Ethical Hacking, Reading, Networking","Python, Teamwork, Linux",8.36,Yes,CompTIA Security+,Yes,No Masters,Cybersecurity Analyst
Female,BCom,Computer Science,"Business Strategy, Sports, Data Analysis, Management","Project Management, Excel, Teamwork",7.15,No,None,No,MS in Business Analytics,Business Analyst
Male,B.Tech,Engineering,"Market Research, Reading, Leadership, Product Strategy","SQL, Roadmapping, Data Analysis, Communication",7.27,Yes,Certified Product Manager,Yes,MS in Product Management,Product Manager
Male,BSc,Statistics,"Mathematics, Artificial Intelligence, Cooking","NLP, Deep Learning, Mathematics, Python",9.98,No,None,No,MSc in Statistics,AI Research Scientist
Female,BSc,Information Technology,"Photography, Cloud Computing, Automation","CI/CD, Communication, AWS",7.74,Yes,Docker Certified Associate,No,M.Tech in CS,DevOps Engineer
Male,BSc,Information Technology,"Database Management, Photography, Backend","PostgreSQL, Teamwork, Oracle, MongoDB",6.79,Yes,Microsoft SQL Server,No,MCA,Database Administrator
Female,B.Tech,Software Engineering,"Software Development, Problem Solving","Communication, SQL, Java",8.44,No,None,No,No Masters,Software Engineer
Male,BCA,Statistics,"Machine Learning, Statistics, Gaming, Data Analysis","Tableau, Python, Machine Learning, R, SQL",8.38,Yes,IBM Data Science,No,M.Tech in Data Science,Data Scientist
Female,BBA,Business Administration,"Sports, Market Research, Product Strategy, Leadership","Problem Solving, Data Analysis, JIRA, Git",8.48,No,None,Yes,MS in Product Management,Product Manager
Male,MSc,Statistics,"Mathematics, Artificial Intelligence, Cooking","Python, Research Writing, Deep Learning",9.96,No,None,Yes,MSc in Statistics,AI Research Scientist
Female,BCA,Visual Arts,"User Experience, Creativity, Music, Graphic Design","Sketch, Figma, Photoshop, Prototyping",8.44,No,None,Yes,No Masters,UI/UX Designer
Male,BSc,Information Technology,"Music, Cyber Security","Python, Ethical Hacking, Network Security",6.94,Yes,CEH Ethical Hacker,No,MS in Information Security,Cybersecurity Analyst
Male,MSc,Mathematics,"Photography, Research","Mathematics, Communication, Deep Learning, Git",8.12,Yes,Reinforcement Learning Specialization,Yes,MS in Machine Learning,AI Research Scientist
Male,B.Tech,Information Technology,"Hardware, Networking, System Administration","Linux, Problem Solving, Firewalls",8.11,Yes,CCNA,Yes,No Masters,Network Engineer
Male,B.Tech,Information Technology,"Programming, Software Development, Gaming, Problem Solving","SQL, Git, Python",7.99,Yes,Google Associate Engineer,Yes,No Masters,Software Engineer
Male,BSc,Statistics,"Music, Machine Learning, Statistics","Problem Solving, R, SQL, Python",9.09,Yes,Google Data Analytics,Yes,No Masters,Data Scientist
Male,B.Tech,Electronics,"Automation, Photography","AWS, Teamwork, CI/CD, Linux",7.31,Yes,HashiCorp Terraform,Yes,M.Tech in CS,DevOps Engineer
Male,B.Tech,Electronics,"Ethical Hacking, Networking","Ethical Hacking, Network Security, Problem Solving, Python, Git",8.31,Yes,Cybersecurity Fundamentals,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Male,B.Tech,Computer Science,"Cloud Infrastructure, Gaming, Networking","Git, Azure, GCP, AWS, Linux",9.22,Yes,CompTIA Cloud+,Yes,M.Tech in Cloud,Cloud Engineer
Male,B.Tech,Information Technology,"Cyber Security, Networking, Ethical Hacking, Sports","Python, Network Security, Problem Solving",8.22,Yes,CEH Ethical Hacker,Yes,No Masters,Cybersecurity Analyst
Female,B.Tech,Computer Science,"Ethical Hacking, Networking, Cooking","Communication, Network Security, Cryptography, Ethical Hacking, Python",8.61,Yes,Cybersecurity Fundamentals,Yes,M.Tech in Cybersecurity,Cybersecurity Analyst
Female,BCom,Information Technology,"Cooking, Business Analysis, Consulting","SQL, Excel, Project Management, ERP Systems",7.56,Yes,PMP Certification,No,MS in Information Systems,IT Consultant
Male,B.Tech,Information Technology,"Cooking, Problem Solving, Programming, Software Development","Python, Problem Solving, SQL",8.45,Yes,Google Associate Engineer,Yes,MS in Software Engineering,Software Engineer
Male,BSc,Computer Science,"System Design, Cloud Computing, Automation, Gaming","Kubernetes, Linux, Git",9.05,Yes,HashiCorp Terraform,Yes,No Masters,DevOps Engineer
Female,B.Tech,Visual Arts,"Cooking, Creativity, Graphic Design, User Experience","Prototyping, Adobe XD, Figma, Problem Solving",5.75,No,None,Yes,M.Des,UI/UX Designer
Male,B.Tech,Computer Science,"Sports, Programming","Java, Excel, Git, C++",8.92,No,None,Yes,MS in Software Engineering,Software Engineer
Female,BSc,Computer Science,"Photography, User Experience, Graphic Design, Creativity","Adobe XD, Excel, Prototyping",6.12,Yes,Interaction Design Foundation,Yes,MS in Human-Computer Interaction,UI/UX Designer
Male,B.Tech,Information Technology,"Cloud Computing, Automation, System Design","CI/CD, Problem Solving, SQL, Docker",8.3,No,None,Yes,M.Tech in CS,DevOps Engineer
Male,BSc,Electronics,"Automation, Sports, System Design","Linux, Docker, CI/CD, AWS",7.65,No,None,Yes,No Masters,DevOps Engineer
Male,BCA,Information Technology,"App Development, Design, Programming, Music","Java, Kotlin, Swift",6.09,Yes,Flutter Development Bootcamp,Yes,M.Tech in CS,Mobile App Developer
Male,BSc,Mathematics,"Statistics, Data Analysis","Teamwork, Python, SQL, Tableau",7.32,Yes,Coursera ML Specialization,Yes,MSc in Data Science,Data Scientist
Female,BSc,Computer Science,"Cloud Computing, Automation","Linux, Docker, Communication, CI/CD",8.16,No,None,No,MS in Cloud Computing,DevOps Engineer
Male,BSc,Computer Science,"Cloud Computing, Automation, Sports, System Design","Linux, Docker, CI/CD, AWS, Kubernetes",7.23,Yes,AWS DevOps Engineer,No,MS in Cloud Computing,DevOps Engineer
Female,BCom,Management,"Consulting, Photography, Business Analysis, IT Management","Teamwork, Excel, Communication",8.59,Yes,PMP Certification,Yes,No Masters,IT Consultant
Male,B.Tech,Information Technology,"Cloud Infrastructure, Reading, Networking","Terraform, AWS, Azure, GCP",8.23,Yes,Google Cloud Professional,No,M.Tech in Cloud,Cloud Engineer
Female,BSc,Electronics,"System Design, Cloud Computing, Automation, Reading","CI/CD, Kubernetes, Docker",7.91,No,None,Yes,MS in Cloud Computing,DevOps Engineer
Male,BCA,Software Engineering,"Reading, Programming","Kotlin, React Native, Java",7.69,Yes,Flutter Development Bootcamp,Yes,MCA,Mobile App Developer
Female,BCA,Mathematics,"Gaming, Data Analysis, Statistics, Machine Learning","SQL, Linux, Tableau, Python, R",7.58,No,None,Yes,MSc in Data Science,Data Scientist
Female,BSc,Information Technology,"Cyber Security, Ethical Hacking, Networking","Linux, Git, Python",8.88,Yes,CEH Ethical Hacker,Yes,No Masters,Cybersecurity Analyst
Female,BBA,Business Administration,"Gaming, Leadership, Product Strategy, Market Research","Linux, Problem Solving, JIRA, Roadmapping, Communication",6.59,Yes,Scrum Master PSM,No,MS in Product Management,Product Manager
Female,B.Tech,Information Technology,"Networking, Cloud Infrastructure, Automation","Terraform, Problem Solving, SQL, Linux, Azure",7.41,Yes,Microsoft Azure Administrator,No,M.Tech in Cloud,Cloud Engineer
Male,B.Tech,Web Technology,"Frontend Development, Web Design, UI Design, Music","HTML, JavaScript, React, CSS",7.69,No,None,Yes,MCA,Web Developer
Male,BSc,Electronics,"Photography, Automation, System Design, Cloud Computing","CI/CD, Linux, AWS, Docker, SQL",7.37,No,None,Yes,MS in Cloud Computing,DevOps Engineer
Female,BSc,Electronics,"Music, Automation, Cloud Infrastructure, Networking","Linux, AWS, GCP, Terraform, Azure",9.17,No,None,No,M.Tech in Cloud,Cloud Engineer
Female,BSc,Computer Science,"Artificial Intelligence, Gaming, Research","Git, Mathematics, Machine Learning, Python, PyTorch",9.19,No,None,Yes,MS in Machine Learning,Machine Learning Engineer
Female,BSc,Information Technology,"Networking, Hardware, Cooking","Firewalls, TCP/IP, Routing, CCNA",7.7,Yes,Juniper JNCIA,Yes,No Masters,Network Engineer
